time,rf,Nino34
2021-09-30,222.28708,-0.5
2021-10-31,98.22979,-0.78
2021-11-30,55.19315,-0.88
2021-12-31,19.817528,-1.07
2022-01-31,34.148132,-0.77
2022-02-28,18.33823,-0.68
2022-03-31,10.424681,-0.84
2022-04-30,46.516277,-0.9
2022-05-31,85.96834,-1.02
2022-06-30,160.11751,-0.77
2022-07-31,321.76132,-0.56
2022-08-31,257.58585,-0.96
2022-09-30,180.47346,-1.06
2022-10-31,111.7198,-0.99
2022-11-30,17.005377,-0.76
2022-12-31,13.118745,-0.86
